 Source Port, Protocol,Total Length of Fwd Packets, Fwd Packet Length Min,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total,Fwd PSH Flags, Fwd Header Length, Bwd Packets/s,FIN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio, Avg Bwd Segment Size, min_seg_size_forward,Active Mean, Active Std, Idle Std, Label
0.9709997079780814,0.35294117647058826,0.4412764051719659,0.0,0.20298864561794414,0.04000640866097876,0.8220113679813253,0.8269367059229829,0.4203064504435209,0.865356535154282,0.0,0.4343423253768992,0.02358494325028352,0.0,0.0,1.0,0.0,0.0,0.1,0.028886087447773136,0.5333333333333333,0.0,0.0,0.0,1
0.9902142281105591,0.35294117647058826,0.0,0.0,0.0,0.7254733083299636,0.21569582713122473,0.0,0.0,0.0,0.0,0.3086762424164561,0.6979743361906154,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9668122041991223,0.35294117647058826,0.0,0.0,0.0,0.6982873247112412,0.23877235245145426,0.0,0.0,0.0,0.0,0.3086762424164561,0.6700292910842687,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9723222491757918,0.35294117647058826,0.0,0.0,0.0,0.0346478591335613,0.8418526560442168,0.8381655111657361,0.420518812179839,0.0,0.0,0.410857682412471,0.010770661660985321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9462107704368573,0.35294117647058826,0.7927919243274029,0.0,0.38087514093957303,0.156610778395504,0.6728822156673526,0.7554543205649751,0.42058943820915723,0.9304403105773235,0.0,0.7751386518983291,0.09830178027870559,0.0,0.0,1.0,0.0,0.0,0.0,0.2168078023047242,0.5333333333333333,0.0,0.0,0.0,1
0.9537835184727832,0.35294117647058826,0.0,0.0,0.0,0.0344753653575855,0.8422236461717997,0.8385087614598524,0.4216392933770437,0.0,0.0,0.410857682412471,0.010707146483539475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.978992835829414,0.35294117647058826,0.0,0.0,0.0,0.03610973448918887,0.8387636766291531,0.8353062568969709,0.4207304495427102,0.0,0.0,0.410857682412471,0.011313169028682436,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9577691955210538,0.35294117647058826,0.0,0.0,0.0,0.7597239054110027,0.18696232926316148,0.0,0.0,0.0,0.0,0.3086762424164561,0.7331815632105231,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9460106792302501,0.35294117647058826,0.0,0.0,0.0,0.03890953067028501,0.8331010680141947,0.8300646958494782,0.42115157079778764,0.0,0.0,0.410857682412471,0.012373383636547587,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9733006535425075,0.35294117647058826,0.0,0.0,0.0,0.03524294174741365,0.8405835039609579,0.8369910012661596,0.4186537365355743,0.0,0.0,0.410857682412471,0.010990587117863557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9916051634691132,0.35294117647058826,0.0,0.0,0.0,0.03915324022844485,0.832622658211831,0.8296217954818137,0.42156985301158983,0.0,0.0,0.410857682412471,0.012466996216582163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9412393682586847,0.35294117647058826,0.0,0.0,0.0,0.03658550066271159,0.8377788011318148,0.834392005656239,0.437262924497311,0.0,0.0,0.410857682412471,0.011491360462697008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9893977294682982,0.35294117647058826,0.0,0.0,0.0,0.035464579523734226,0.8401149765701665,0.8365587671826373,0.40628399267275367,0.0,0.0,0.410857682412471,0.011072817766586638,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9863635521343724,0.35294117647058826,0.0,0.0,0.0,0.6960888164759369,0.24064616376711864,0.0,0.0,0.0,0.0,0.3086762424164561,0.6677694113293015,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.5333333333333333,0.0,0.0,0.0,1
0.9910446756634226,0.35294117647058826,0.7927919243274029,0.0,0.3808423968400094,0.15657500665756915,0.6729165227521897,0.7556961644524601,0.4231476429315618,0.9304403105773235,0.0,0.7751386518983291,0.09827085085716675,0.0,0.0,1.0,0.0,0.0,0.0,0.2167687670514164,0.5333333333333333,0.0,0.0,0.0,1
