 Source Port, Protocol,Total Length of Fwd Packets, Fwd Packet Length Min,Flow Bytes/s, Flow Packets/s, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total,Fwd PSH Flags, Fwd Header Length, Bwd Packets/s,FIN Flag Count, RST Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio, Avg Bwd Segment Size, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Idle Std, Label
0.8112698823723465,0.35294117647058826,0.1458115147809184,0.0025806451612903226,0.6062512276709585,0.7518265899423517,0.0,0.0,0.0,0.0,0.24984572069918246,0.7250636494933094,0.0,0.0,1.0,1.0,0.125,0.001833133233347016,0.0,0.35714285714285715,0.0,0.0,0.0,1.0
0.8112698823723465,0.35294117647058826,0.1458115147809184,0.0025806451612903226,0.5638820942109795,0.6908886626643017,0.0,0.0,0.0,0.0,0.24984572069918246,0.6624241041476626,0.0,0.0,1.0,1.0,0.125,0.001833133233347016,0.0,0.35714285714285715,0.0,0.0,0.0,1.0
0.9760235335692189,0.35294117647058826,0.0,0.0,0.13677309492695305,0.1298349549486471,0.706105077729997,0.7058101945887028,0.7432169504787662,0.0,0.37196329150867663,0.09497471371615591,0.0,0.0,0.0,0.0,0.125,0.001833133233347016,0.0,0.5,0.0,0.0,0.0,1.0
0.8112698823723465,0.35294117647058826,0.1458115147809184,0.0025806451612903226,0.5794288244334437,0.7132488178519136,0.0,0.0,0.0,0.0,0.24984572069918246,0.6854084907272601,0.0,0.0,1.0,1.0,0.125,0.001833133233347016,0.0,0.35714285714285715,0.0,0.0,0.0,1.0
0.9796870121671375,0.35294117647058826,0.0,0.0,0.13737044575464433,0.13061198558078504,0.7052565010199566,0.7051890988114337,0.7424780283080842,0.0,0.37196329150867663,0.09567328865228299,0.0,0.0,0.0,0.0,0.125,0.001833133233347016,0.0,0.5,0.0,0.0,0.0,1.0
0.7909986164054339,0.35294117647058826,0.0,0.0,0.13684754054982065,0.12993174141431676,0.7064359007524893,0.705302070925815,0.7431309261440777,0.0,0.37196329150867663,0.09506167237402198,0.0,0.0,0.0,0.0,0.125,0.001833133233347016,0.0,0.5,0.0,0.0,0.0,1.0
0.982368161499205,0.35294117647058826,0.0,0.0,0.13531410715224865,0.12794115403500653,0.7084230023883438,0.7070450258157928,0.7449844975611107,0.0,0.37196329150867663,0.09327641609928922,0.0,0.0,0.0,0.0,0.125,0.001833133233347016,0.0,0.5,0.0,0.0,0.0,1.0
0.9786312427394712,0.35294117647058826,0.3999539819348364,0.0,0.3922150626799709,0.30426809402930083,0.6035541801896027,0.22913935106919864,0.6030485804769807,0.0,0.37196329150867663,0.2553478357557045,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.9795766405331295,0.35294117647058826,0.3999539819348364,0.0,0.4040904259496286,0.32119014276007374,0.589599398509345,0.16854775180019166,0.5889336328171081,0.0,0.37196329150867663,0.27252629309548504,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.7178957657980415,0.35294117647058826,0.4010270164393607,0.0,0.3714012537377385,0.2741484916590671,0.6280339927637941,0.21028987366833723,0.6277576577716579,0.0,0.37196329150867663,0.22493388125055352,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.9822827976955222,0.35294117647058826,0.0,0.0,0.13598490621246428,0.1288111491537849,0.707043357805349,0.7068052402646686,0.744170130190566,0.0,0.37196329150867663,0.09405583842888109,0.0,0.0,0.0,0.0,0.125,0.001833133233347016,0.0,0.5,0.0,0.0,0.0,1.0
0.9823631423354642,0.35294117647058826,0.0,0.0,0.1353117887451875,0.12793814930971853,0.708650635585511,0.706804821402633,0.74498660778001,0.0,0.37196329150867663,0.093273726433601,0.0,0.0,0.0,0.0,0.125,0.001833133233347016,0.0,0.5,0.0,0.0,0.0,1.0
0.9820833006425305,0.35294117647058826,0.40031337013332524,0.0,0.3974308086185751,0.3115009882030929,0.5973790977670292,0.22521390216575746,0.5969314206218783,0.0,0.37196329150867663,0.2626836913953777,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.9794523107418242,0.35294117647058826,0.3999539819348364,0.0,0.386025265755632,0.2954650485078624,0.6105479274282894,0.1661582577909834,0.6100422131237354,0.0,0.37196329150867663,0.2464346092950816,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.7171383085746216,0.35294117647058826,0.4010270164393607,0.0,0.38088316989809223,0.2875832881550283,0.617046846394877,0.16365758532629268,0.616707645695387,0.0,0.37196329150867663,0.23847001982058547,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.9803635276113195,0.35294117647058826,0.3999539819348364,0.0,0.3992509197084562,0.3142892111958134,0.5951551454225428,0.16854775180019166,0.5946758298082957,0.0,0.37196329150867663,0.26551433791530993,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.7760498454753788,0.35294117647058826,0.0,0.0,0.1361748861146375,0.1290577670973543,0.7069527905828117,0.7064402234980262,0.7439562417106969,0.0,0.37196329150867663,0.09427701742107121,0.0,0.0,0.0,0.0,0.125,0.001833133233347016,0.0,0.5,0.0,0.0,0.0,1.0
0.982063158771995,0.35294117647058826,0.40031337013332524,0.0,0.3995394905372549,0.31450598487476933,0.5949533633525104,0.17912186725627827,0.5944739297774227,0.0,0.37196329150867663,0.26573447050720744,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.9792100665093102,0.35294117647058826,0.3999539819348364,0.0,0.3800247752907339,0.2869445510461357,0.6175659901936058,0.20920388190303713,0.6170929861560026,0.0,0.37196329150867663,0.237825281288835,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.9797249212351401,0.35294117647058826,0.3999539819348364,0.0,0.3988856508874966,0.31376860746136825,0.5957824250789755,0.16854775180019166,0.595140100708181,0.0,0.37196329150867663,0.2649857028406017,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.7498457717203979,0.35294117647058826,0.3995928617383412,0.0,0.3951177093569558,0.30859546164799667,0.5997561096501078,0.21239817385029974,0.5990456601118194,0.0,0.37196329150867663,0.25973554041842295,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.9804148315842104,0.35294117647058826,0.3999539819348364,0.0,0.35899060770323354,0.2572079635822053,0.6419594962546221,0.21442689627670222,0.641675349838141,0.0,0.37196329150867663,0.20795164480446127,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
0.6782343150885036,0.35294117647058826,0.5645570251497265,0.0,0.4818368731667326,0.31433414329930787,0.5950179155211663,0.2335002355901221,0.5942517252360855,0.0,0.37196329150867663,0.26555996552477185,0.0,0.0,0.0,0.0,0.0,0.013646658515935082,0.0006732495511669659,0.35714285714285715,0.0,0.0,0.0,1.0
