 Source Port, Protocol,Total Length of Fwd Packets, Fwd Packet Length Min,Flow Bytes/s, Flow Packets/s, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total,Fwd PSH Flags, Fwd Header Length, Bwd Packets/s,FIN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio, Avg Bwd Segment Size, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Idle Std, Label
0.9872635684275658,0.35294117647058826,0.18418664855077838,0.0,0.5160684422818275,0.6389715528619145,0.28968827935833946,0.28968827935833946,0.0,1.0,0.3279915874844047,0.5811173805833837,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,1
0.9841226955116267,0.35294117647058826,0.320316286483661,0.0,0.16372316311608634,0.08623401500033875,0.8069981770108993,0.07451992630475972,0.8617365982692466,0.0,0.4473701461253166,0.0668231820524905,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.0033549829284254488,0.0032502708559046588,0.2318840579710145,0.0,0.0,0.0,1
0.9814449701296253,0.35294117647058826,0.18418664855077838,0.0,0.7024569557027773,0.8798616733318775,0.08651495525797868,0.08651495525797868,0.0,1.0,0.3279915874844047,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,1
0.9833647653765002,0.35294117647058826,0.3190796253562378,0.0,0.1576056778588309,0.08009717173210677,0.8101854536863115,0.07451992630475972,0.8685327342231993,0.0,0.4473701461253166,0.06144803582710037,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.0033549829284254488,0.0032502708559046588,0.2318840579710145,0.0,0.0,0.0,1
0.9915826548280641,0.35294117647058826,0.32092628598271394,0.0,0.1692127036226001,0.09204200656873171,0.7987881864126394,0.20920388190303713,0.8554030910905916,0.0,0.4473701461253166,0.07197525813366781,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.0033549829284254488,0.0032502708559046588,0.2318840579710145,0.0,0.0,0.0,1
0.981119861507329,0.35294117647058826,0.31588587018232267,0.0,0.16538761666100016,0.08919645510342869,0.8055542010483892,0.08651495525797868,0.858481735651458,0.0,0.4473701461253166,0.06944342443854501,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.0033549829284254488,0.0032502708559046588,0.2318840579710145,0.0,0.0,0.0,1
0.9885567904718024,0.35294117647058826,0.3221301136611588,0.0,0.163633846868355,0.08565312775295514,0.8103025331877161,0.07451992630475972,0.8623813661229512,0.0,0.4473701461253166,0.0663113029196656,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.0033549829284254488,0.0032502708559046588,0.2318840579710145,0.0,0.0,0.0,1
0.9844927488285233,0.35294117647058826,0.18418664855077838,0.0,0.5108159002048536,0.6314173376442147,0.2957188371610158,0.2957188371610158,0.0,1.0,0.3279915874844047,0.573353246469338,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,1
0.9854096743181283,0.35294117647058826,0.3190796253562378,0.0,0.16415541986496432,0.08702620908896776,0.801764270478156,0.2904196479745299,0.8608612088651753,0.0,0.4473701461253166,0.06752228173284097,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.0033549829284254488,0.0032502708559046588,0.2318840579710145,0.0,0.0,0.0,1
0.9890304029395821,0.35294117647058826,0.18418664855077838,0.0,0.5123699600271056,0.6336523838107694,0.2939342827725345,0.2939342827725345,0.0,1.0,0.3279915874844047,0.5756503866783913,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,1
