 Source Port, Protocol,Total Length of Fwd Packets, Fwd Packet Length Min,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total,Fwd PSH Flags, Fwd Header Length, Bwd Packets/s,FIN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio, Avg Bwd Segment Size, min_seg_size_forward,Active Mean, Active Std, Idle Std, Label
0.9378829708598501,0.35294117647058826,0.0,0.0,0.0,0.5790965602937259,0.3412342673221318,0.31580551532720214,0.36450984253100355,0.0,0.0,0.3685203461484997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9891683992508628,0.35294117647058826,0.0,0.0,0.0,0.0343609093354773,0.8424705961389644,0.838737585957342,0.4197365730956879,0.0,0.0,0.410857682412471,0.01066505962812491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9799258905214444,0.35294117647058826,0.0,0.0,0.0,0.03924162169266034,0.832449704477493,0.8294619798206241,0.4197365730956879,0.0,0.0,0.410857682412471,0.01250099753936319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9873662842677576,0.35294117647058826,0.0,0.0,0.0,0.03671678474828766,0.8375087301220945,0.8341440757815964,0.4246863030022711,0.0,0.0,0.410857682412471,0.011540672548752056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9882640084711211,0.35294117647058826,0.0,0.0,0.0,0.037094701372360143,0.8367353239053981,0.8334306729096056,0.4053886674678304,0.0,0.0,0.410857682412471,0.011682965562476532,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9934615087718847,0.35294117647058826,0.0,0.0,0.0,0.03827358635217108,0.8343599555763458,0.8312300345598308,0.4207304495427102,0.0,0.0,0.410857682412471,0.012130110258863104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9422004611269982,0.35294117647058826,0.0,0.0,0.0,0.03712815580689404,0.8366671443560503,0.8333658161755294,0.419521512360239,0.0,0.0,0.410857682412471,0.011695586334718946,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.992129164414652,0.35294117647058826,0.0,0.0,0.0,0.0371050403231577,0.8367142484174045,0.8334089500984915,0.4228080418644784,0.0,0.0,0.410857682412471,0.011686865523926076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9910294788851286,0.35294117647058826,0.0,0.0,0.0,0.03879640500717602,0.8333238887278995,0.8302702738589546,0.4254741860981986,0.0,0.0,0.410857682412471,0.012330002697180743,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9404651795889183,0.35294117647058826,0.0,0.0,0.0,0.03614246563847062,0.8386956081098,0.8352451711788502,0.40475416271178505,0.0,0.0,0.410857682412471,0.011325402304151015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9890628354359734,0.35294117647058826,0.0,0.0,0.0,0.03746434755429496,0.8359845299852275,0.8327341898293924,0.41792120193370685,0.0,0.0,0.410857682412471,0.011822636609841406,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9865522161255668,0.35294117647058826,0.0,0.0,0.0,0.035940117566346866,0.839117164140925,0.8356335206005393,0.4202355013676861,0.0,0.0,0.410857682412471,0.011249835673451556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9814598412797223,0.35294117647058826,0.0,0.0,0.0,0.03919651927949982,0.8325379295538967,0.8295437512102865,0.4190167859041242,0.0,0.0,0.410857682412471,0.012483642639809667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9852944935160133,0.35294117647058826,0.0,0.0,0.0,0.03677023794900995,0.837398976595727,0.8340445847233984,0.4086387572513666,0.0,0.0,0.410857682412471,0.011560767899251539,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
0.9419545990199525,0.35294117647058826,0.0,0.0,0.0,0.036921209639119205,0.8370896374134583,0.8337566801505429,0.4210115143950725,0.0,0.0,0.410857682412471,0.011617579426103227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2
