 Source Port, Protocol,Total Length of Fwd Packets, Fwd Packet Length Min,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total,Fwd PSH Flags, Bwd Packets/s,FIN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Idle Std, Label
0.9445809068488978,0.35294117647058826,0.4824307216319361,0.17239709443099274,0.25109086984269824,0.0319540935201609,0.806433024637372,0.806433024637372,0.806433024637372,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.059793137309586804,0.5333333333333333,0.0,0.0,0.0,3
0.9461644868097286,0.35294117647058826,0.46092613011736366,0.0,0.08265410790531733,0.005337331678260128,0.8829532003131979,0.9933315791984392,0.3468283692728536,0.9933315791984392,0.0,0.001877776697035315,0.0,0.0,1.0,0.0,0.0,0.0,0.09476988043616617,0.5333333333333333,0.8097172612704501,0.0,0.0,3
0.9548962846892539,0.35294117647058826,0.4352445827585107,0.09055690072639225,0.15789436037263013,0.009534909647679586,0.8809396780275961,0.8809396780275961,0.8809396780275961,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.059793137309586804,0.5333333333333333,0.0,0.0,0.0,3
0.9494146825512267,0.35294117647058826,0.46078796426301666,0.0,0.08382395218069798,0.0055041421769361654,0.8809396780275961,0.9912638333680223,0.32233786724266034,0.9912638333680223,0.0,0.0019380551080624296,0.0,0.0,1.0,0.0,0.0,0.0,0.09476988043616617,0.5333333333333333,0.8097325282059284,0.0,0.0,3
0.976736896616324,0.35294117647058826,0.4824307216319361,0.17239709443099274,0.18805868056622813,0.009712061452244958,0.8796943383180424,0.8796943383180424,0.8796943383180424,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.059793137309586804,0.5333333333333333,0.0,0.0,0.0,3
0.9422409469071462,0.35294117647058826,0.0,0.0,0.0,0.0070478585880392915,0.8690471377555652,0.9291170496074622,0.7425016429361094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557403480562182,0.0,0.8990579972687096,3
0.9436192919981571,0.35294117647058826,0.46147620856900157,0.0,0.0840370171637664,0.004895897498549188,0.888577289480975,0.9928220515583729,0.33523457593508393,0.9928220515583729,0.0,0.0019305882157450822,0.0,0.0,1.0,0.0,0.0,0.0,0.09476988043616617,0.5333333333333333,0.7498949616367938,0.0,0.0,3
0.9548690537520728,0.35294117647058826,0.4352445827585107,0.09055690072639225,0.15794957635604762,0.009545810809712247,0.8809396780275961,0.8809396780275961,0.8809396780275961,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.059793137309586804,0.5333333333333333,0.0,0.0,0.0,3
0.9461694858916202,0.35294117647058826,0.4612016843991168,0.0,0.08280151887613549,0.0053375794820880555,0.8829532003131979,0.9933315791984392,0.3609186527183548,0.9933315791984392,0.0,0.001877866170935611,0.0,0.0,1.0,0.0,0.0,0.0,0.09476988043616617,0.5333333333333333,0.8097159602206178,0.0,0.0,3
0.9755285612002434,0.35294117647058826,0.0,0.0,0.0,0.007050053257930362,0.8690471377555652,0.9291170496074622,0.7424565612672362,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557020265768219,0.0,0.8986084266894357,3
0.9764264996697186,0.35294117647058826,0.0,0.0,0.0,0.007050895072228795,0.8690471377555652,0.9291170496074622,0.7424500331556018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557015463220174,0.0,0.8986084266894357,3
0.947907261221084,0.35294117647058826,0.0,0.0,0.0,0.007053270045789586,0.8690471377555652,0.9291170496074622,0.742535860343634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557118553749226,0.0,0.8986084266894357,3
0.9392144308151192,0.35294117647058826,0.46051085023635474,0.0,0.08196891364847109,0.004138730187690383,0.8989092940280221,0.995322723999793,0.34648814811142536,0.995322723999793,0.0,0.001855556611131387,0.0,0.0,1.0,0.0,0.0,0.0,0.09476988043616617,0.5333333333333333,0.46565725804220476,0.0,0.0,3
0.9445554642866366,0.35294117647058826,0.549656827814644,0.0,0.29777704482923706,0.09295781931595648,0.6899189577840829,0.7595863678976127,0.08651495525797868,0.0,0.0,0.01983037099445473,0.0,0.0,1.0,0.0,0.0,0.0,0.15456301774575298,0.5333333333333333,0.0,0.0,0.0,3
0.9530857966892634,0.35294117647058826,0.0,0.0,0.0,0.007050587911127138,0.8690471377555652,0.9291170496074622,0.7426138592338886,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557248337875273,0.0,0.8986084266894357,3
0.9444332399556273,0.35294117647058826,0.4824307216319361,0.17239709443099274,0.3157248735486964,0.08305230249419683,0.7317194940719862,0.7317194940719862,0.7317194940719862,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.059793137309586804,0.5333333333333333,0.0,0.0,0.0,3
0.9442751212567916,0.35294117647058826,0.0,0.0,0.0,0.007053348145857464,0.8690471377555652,0.9291170496074622,0.7424963062905333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557061163165587,0.0,0.8986084266894357,3
0.9393493246827402,0.35294117647058826,0.46078796426301666,0.0,0.08216054499636002,0.004143483887989235,0.8989092940280221,0.995322723999793,0.342228116835965,0.995322723999793,0.0,0.001857725040853563,0.0,0.0,1.0,0.0,0.0,0.0,0.09476988043616617,0.5333333333333333,0.4654934968012539,0.0,0.0,3
0.9542084594570416,0.35294117647058826,0.43059651719799114,0.16997578692493948,0.6956641242847698,0.6529403032730318,0.25690065580322813,0.0,0.0,0.0,1.0,0.6234169816267768,0.0,0.0,0.0,1.0,0.0,0.023255813953488372,0.0,0.5333333333333333,0.0,0.0,0.0,3
0.9465933980332945,0.35294117647058826,0.0,0.0,0.41404742821947454,0.18385604655126747,0.6142965241164499,0.0,0.0,0.6643371195444833,0.0,0.17063063424314603,0.0,0.0,0.0,1.0,1.0,0.06976744186046512,0.0,0.5333333333333333,0.0,0.0,0.0,3
0.9534692568421518,0.35294117647058826,0.0,0.0,0.0,0.00704908437676768,0.8690471377555652,0.9291170496074622,0.7425135002519933,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557085638164568,0.0,0.8990579972687096,3
0.9397689011787819,0.35294117647058826,0.46092613011736366,0.0,0.08237629036802788,0.004158372839833929,0.8986147466547896,0.9948318095050175,0.345541282309426,0.9948318095050175,0.0,0.0018645173127654813,0.0,0.0,1.0,0.0,0.0,0.0,0.09476988043616617,0.5333333333333333,0.4650715897930601,0.0,0.0,3
0.9472428436409461,0.35294117647058826,0.46106403650516486,0.0,0.08313196733202251,0.005391219586358957,0.8821568189312284,0.9923076479817037,0.2894422617020831,0.9923076479817037,0.0,0.0018972388946238096,0.0,0.0,1.0,0.0,0.0,0.0,0.09476988043616617,0.5333333333333333,0.8096635670626967,0.0,0.0,3
0.9762189731590631,0.35294117647058826,0.0,0.0,0.0,0.007053192307764607,0.8690471377555652,0.9291170496074622,0.7425811985245225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557198317358282,0.0,0.8986084266894357,3
0.9511956686021332,0.35294117647058826,0.43142630150613087,0.0,0.06760138058984029,0.004181678698006493,0.8983185764229169,0.9948318095050175,0.345714684924514,0.9948318095050175,0.0,0.001875151116217076,0.0,0.0,1.0,0.0,0.0,0.0,0.09476988043616617,0.5333333333333333,0.46494748196181035,0.0,0.0,3
0.9452045439574275,0.35294117647058826,0.0,0.0,0.5121483515597566,0.32105623566763114,0.5011756295748797,0.0,0.0,0.2828946694446358,0.0,0.3103913446224526,0.0,0.0,0.0,1.0,1.0,0.06976744186046512,0.0,0.5333333333333333,0.0,0.0,0.0,3
0.9531228278004614,0.35294117647058826,0.0,0.0,0.0,0.007048193829117146,0.8690471377555652,0.9291170496074622,0.7425395232791717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557130635204295,0.0,0.8990579972687096,3
0.9472132000341843,0.35294117647058826,0.0,0.0,0.0,0.007051001181003115,0.8690471377555652,0.9291170496074622,0.7426202061295805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557564305261335,0.0,0.8986084266894357,3
0.9528911334518002,0.35294117647058826,0.0,0.0,0.0,0.007047784103207815,0.8690471377555652,0.9291170496074622,0.742532089413962,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557438079695431,0.0,0.8990579972687096,3
0.94163845959171,0.35294117647058826,0.0,0.0,0.0,0.007053018121148482,0.8690471377555652,0.9291170496074622,0.7424531084805109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557322972925531,0.0,0.8986084266894357,3
0.9742818557970917,0.35294117647058826,0.0,0.0,0.0,0.007052326500455098,0.8690471377555652,0.9291170496074622,0.7425890561256383,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557223018468244,0.0,0.8986084266894357,3
0.9438350122162458,0.35294117647058826,0.46078796426301666,0.0,0.08375137634305398,0.00549428961172557,0.8813484614422606,0.9912638333680223,0.33242746456678973,0.9912638333680223,0.0,0.0019344920528279392,0.0,0.0,1.0,0.0,0.0,0.0,0.09476988043616617,0.5333333333333333,0.8096689027019301,0.0,0.0,3
0.9471736600592889,0.35294117647058826,0.0,0.0,0.4143093874207061,0.18420865360291142,0.613994424738496,0.0,0.0,0.6640720426095394,0.0,0.17098549323939868,0.0,0.0,0.0,1.0,1.0,0.06976744186046512,0.0,0.5333333333333333,0.0,0.0,0.0,3
0.9481667741519426,0.35294117647058826,0.0,0.0,0.0,0.007048410642403844,0.8690471377555652,0.9291170496074622,0.7426455324624228,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8556984090691715,0.0,0.8990579972687096,3
0.9751777389420585,0.35294117647058826,0.0,0.0,0.0,0.0070517473780677175,0.8690471377555652,0.9291170496074622,0.7424542954009631,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.855701770957858,0.0,0.8986084266894357,3
0.9766442462063921,0.35294117647058826,0.0,0.0,0.0,0.007050242964333602,0.8690471377555652,0.9291170496074622,0.7425715633226724,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.855687330404964,0.0,0.8986084266894357,3
0.9487613202696499,0.35294117647058826,0.0,0.0,0.0,0.007047450006936873,0.8690471377555652,0.9291170496074622,0.7424871411174981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.855706449368917,0.0,0.8990579972687096,3
0.9484742833399091,0.35294117647058826,0.0,0.0,0.0,0.007055836496764858,0.8690471377555652,0.9289493279038868,0.7425123146380957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8557097023310208,0.0,0.8986084266894357,3
