 Source Port, Protocol,Total Length of Fwd Packets, Fwd Packet Length Min,Flow Bytes/s, Flow Packets/s, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total,Fwd PSH Flags, Fwd Header Length, Bwd Packets/s,FIN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio, Avg Bwd Segment Size, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Idle Std, Label
0.9737974430780227,0.35294117647058826,0.5172768695420764,0.0,0.2803072146454664,0.11381110715403783,0.7876553907128592,0.29370698956258545,0.874864132941305,0.0,0.5125718862449713,0.08940165739379088,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.023703058016419025,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9686371725325885,0.35294117647058826,0.5172768695420764,0.0,0.2731187589066722,0.10846502947787019,0.7854446669041245,0.3386972538076819,0.8829532003131979,0.0,0.5161798608313735,0.08484826174581243,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022266509044429096,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9744938836065018,0.35294117647058826,0.5172768695420764,0.0,0.27986053446562453,0.11432873798586143,0.7934184958966151,0.32443588041587196,0.8753216230174866,0.0,0.5125718862449713,0.09051407117303495,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022962337452569415,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9694324164677257,0.35294117647058826,0.5172768695420764,0.0,0.28218649097277076,0.11812143465337777,0.782474962109652,0.21541324989658223,0.8725163904123631,0.0,0.5125718862449713,0.09462831943263054,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022266509044429096,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9721112041808051,0.35294117647058826,0.5178164022730344,0.0,0.2778950232683321,0.11183582388881871,0.7873450216370899,0.32828157446185835,0.8775524310759013,0.0,0.5125718862449713,0.08822914868555341,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022962337452569415,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9791268612989024,0.35294117647058826,0.5172768695420764,0.0,0.27921274524179346,0.11356543859056643,0.7951015657084171,0.3139623142723973,0.8757752523722279,0.0,0.5125718862449713,0.08981348037981383,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022962337452569415,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9737311847042793,0.35294117647058826,0.0,0.0,0.0,0.720624269558251,0.0,0.0,0.0,0.0,0.27472895818918286,0.692989887548625,0.0,0.0,0.0,1.0,1.0,0.02857142857142857,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,2
0.9686488609619428,0.35294117647058826,0.5172768695420764,0.0,0.27311292878873605,0.10845828825941962,0.7851468843733335,0.3262067857338418,0.8829532003131979,0.0,0.5161798608313735,0.08484214152638211,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022266509044429096,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9797524814592622,0.35294117647058826,0.0,0.0,0.0,0.6833259321674223,0.0,0.0,0.0,0.0,0.27472895818918286,0.6546502981334147,0.0,0.0,0.0,1.0,1.0,0.02857142857142857,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,2
0.9764050535458851,0.35294117647058826,0.5172768695420764,0.0,0.280813557633981,0.11648619572623006,0.7900799156897023,0.3333069077251245,0.8739373037842902,0.0,0.5161798608313735,0.091549507007561,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022962337452569415,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9739408360768517,0.35294117647058826,0.5172768695420764,0.0,0.2827100654161044,0.11874720857051178,0.7900130523414831,0.28993317620134196,0.8720342817167142,0.0,0.5161798608313735,0.09362657860801861,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022962337452569415,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9755718671697644,0.35294117647058826,0.5172768695420764,0.0,0.27971623942344387,0.11415854723079678,0.7859157624652633,0.3309669527149653,0.8753216230174866,0.0,0.5125718862449713,0.09035778844634244,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022962337452569415,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9703851861656404,0.35294117647058826,0.5172768695420764,0.0,0.27918037832806186,0.11352735056436221,0.7915593015390975,0.32863954313698596,0.8757752523722279,0.0,0.5125718862449713,0.08977854388285465,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022962337452569415,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9734435011255734,0.35294117647058826,0.5172768695420764,0.0,0.274291743614396,0.10783105678565755,0.7946961911545748,0.34314389305689535,0.8817541596699114,0.0,0.5125718862449713,0.08457818046575336,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022962337452569415,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9741096736994044,0.35294117647058826,0.5172768695420764,0.0,0.2801818864881163,0.11470810102917879,0.7904295018545487,0.3243071264284156,0.874864132941305,0.0,0.5125718862449713,0.09086258461412207,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022962337452569415,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
0.9773686514720399,0.35294117647058826,0.0,0.0,0.0,0.6798421377561957,0.0,0.0,0.0,0.0,0.27472895818918286,0.6510692820267177,0.0,0.0,0.0,1.0,1.0,0.02857142857142857,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,2
0.9769005837207115,0.35294117647058826,0.0,0.0,0.0,0.6824378660790534,0.0,0.0,0.0,0.0,0.27472895818918286,0.6537374482945244,0.0,0.0,0.0,1.0,1.0,0.02857142857142857,0.0,0.0,0.2318840579710145,0.0,0.0,0.0,2
0.9725972785144817,0.35294117647058826,0.5178164022730344,0.0,0.27631554424579224,0.11298542112849146,0.7973150599161022,0.323658689565975,0.8792727301971834,0.0,0.5196294086257242,0.08807005426699575,0.0,0.0,1.0,0.0,0.0,0.02857142857142857,0.022266509044429096,0.00866738894907909,0.2318840579710145,0.0,0.0,0.0,2
